IATA,Nome,País,Grau,DC,BC,EC
REB,Rechlin-Lärz Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
QXH,Schönhagen Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BBH,Barth Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
ZMG,"Magdeburg ""City"" Airport",Germany,0,0.0,0.0,3.2879294820093764e-76
CBU,Cottbus-Drewitz Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
SXF,Berlin-Schönefeld Airport,Germany,137,0.022584899439498846,0.001105373184065687,0.0016591641193432654
DRS,Dresden Airport,Germany,36,0.005934718100890208,0.0,0.0006739612182163245
ERF,Erfurt Airport,Germany,12,0.0019782393669634025,0.0,7.079920628504116e-05
FRA,Frankfurt am Main Airport,Germany,477,0.07863501483679525,0.004100506773209271,0.08197761310182694
FMO,Münster Osnabrück Airport,Germany,22,0.0036267721727662383,5.4362170018230355e-08,0.00020465804789174412
HAM,Hamburg Airport,Germany,174,0.028684470820969338,0.0003741884067779841,0.011392097578066071
THF,Berlin-Tempelhof International Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
CGN,Cologne Bonn Airport,Germany,184,0.030333003626772173,0.00032013881923735854,0.0029050078463524094
DUS,Düsseldorf Airport,Germany,294,0.04846686449060336,0.0010547891848637235,0.043625463605884686
MUC,Munich Airport,Germany,380,0.06264424662050774,0.001997424682799002,0.029148528761319566
NUE,Nuremberg Airport,Germany,62,0.01022090339597758,8.882778580978838e-05,0.001820436074137094
LEJ,Leipzig/Halle Airport,Germany,55,0.009066930431915596,2.5006598208385965e-06,0.0010856020083429509
SCN,Saarbrücken Airport,Germany,8,0.0013188262446422684,0.0,0.0003884535057454349
STR,Stuttgart Airport,Germany,160,0.02637652489284537,0.00031680913632374194,0.012638633266585807
TXL,Berlin-Tegel Airport,Germany,219,0.0361028684470821,0.0009084869948021611,0.01817344524983631
HAJ,Hannover Airport,Germany,100,0.016485328058028353,9.63569463573133e-06,0.005349769433977679
BRE,Bremen Airport,Germany,86,0.014177382129904385,0.00047523409029936976,0.0014387605313713938
QEF,Frankfurt-Egelsbach Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
HHN,Frankfurt-Hahn Airport,Germany,94,0.015496208374546653,0.00023078100226989242,0.0002293053043417703
MHG,Mannheim-City Airport,Germany,2,0.0003297065611605671,0.0,1.9125774886549777e-05
EIB,Eisenach-Kindel Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
SGE,Siegerland Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
XFW,Hamburg-Finkenwerder Airport,Germany,2,0.0003297065611605671,0.0,1.3342102014553101e-05
KEL,Kiel-Holtenau Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
LBC,Lübeck Blankensee Airport,Germany,8,0.0013188262446422684,0.0,2.0653138693211504e-05
ESS,Essen Mulheim Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BFE,Bielefeld Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
MGL,Mönchengladbach Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
PAD,Paderborn Lippstadt Airport,Germany,16,0.002637652489284537,0.0,0.0002013391331890909
DTM,Dortmund Airport,Germany,57,0.009396636993076163,0.00011190452698252719,0.0005668167493673908
AGB,Augsburg Airport,Germany,2,0.0003297065611605671,0.0,5.847502115993968e-06
OBF,Oberpfaffenhofen Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
RBM,Straubing Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
FDH,Friedrichshafen Airport,Germany,24,0.003956478733926805,4.403335771476659e-06,0.00026878810915673736
SZW,Schwerin Parchim Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BYU,Bayreuth Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
URD,Burg Feuerstein Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
HOQ,Hof-Plauen Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
ZQW,Zweibrücken Airport,Germany,11,0.0018133860863831191,0.0,4.845123481781833e-05
ZQL,Donaueschingen-Villingen Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BWE,Braunschweig-Wolfsburg Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
KSF,Kassel-Calden Airport,Germany,4,0.0006594131223211342,0.0,2.386650293659728e-05
BRV,Bremerhaven Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
EME,Emden Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
WVN,Wilhelmshaven-Mariensiel Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BMK,Borkum Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
NRD,Norderney Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
FLF,Flensburg-Schäferhaus Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
GWT,Westerland Sylt Airport,Germany,14,0.0023079459281239697,2.1744868007292142e-07,0.00032613918214726415
KDL,Kärdla Airport,Estonia,0,0.0,0.0,3.2879294820093764e-76
URE,Kuressaare Airport,Estonia,2,0.0003297065611605671,0.0,1.0003374695737448e-06
EPU,Pärnu Airport,Estonia,0,0.0,0.0,3.2879294820093764e-76
TLL,Lennart Meri Tallinn Airport,Estonia,56,0.009231783712495879,0.0012287209478370517,0.0009504526474148114
TAY,Tartu Airport,Estonia,2,0.0003297065611605671,0.0,7.843272081215275e-05
ENF,Enontekio Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
KEV,Halli Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
HEM,Helsinki Malmi Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
HEL,Helsinki Vantaa Airport,Finland,176,0.029014177382129906,0.011576627963519723,0.018629591393343047
HYV,Hyvinkää Airfield,Finland,0,0.0,0.0,3.2879294820093764e-76
KTQ,Kitee Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
IVL,Ivalo Airport,Finland,2,0.0003297065611605671,8.551169343867634e-05,1.9608180203038187e-05
JOE,Joensuu Airport,Finland,2,0.0003297065611605671,0.0,1.9608180203038187e-05
JYV,Jyvaskyla Airport,Finland,3,0.0004945598417408506,0.0,7.843272081215275e-05
KAU,Kauhava Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
KEM,Kemi-Tornio Airport,Finland,3,0.0004945598417408506,0.0,7.85152757715027e-05
KAJ,Kajaani Airport,Finland,2,0.0003297065611605671,0.0,7.843272081215275e-05
KHJ,Kauhajoki Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
KOK,Kokkola-Pietarsaari Airport,Finland,4,0.0006594131223211342,0.0,7.847637858208221e-05
KAO,Kuusamo Airport,Finland,2,0.0003297065611605671,0.0,1.9608180203038187e-05
KTT,Kittilä Airport,Finland,2,0.0003297065611605671,8.540296909863988e-05,8.25549593499487e-08
KUO,Kuopio Airport,Finland,2,0.0003297065611605671,0.0,1.9608180203038187e-05
QLF,Lahti Vesivehmaa Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
LPP,Lappeenranta Airport,Finland,6,0.0009891196834817012,0.0,9.177190806263103e-07
MHQ,Mariehamn Airport,Finland,6,0.0009891196834817012,0.0,0.00010036875301237668
MIK,Mikkeli Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
OUL,Oulu Airport,Finland,6,0.0009891196834817012,0.0,0.00010604712405284506
POR,Pori Airport,Finland,6,0.0009891196834817012,9.516097861691224e-05,4.14796201993341e-05
RVN,Rovaniemi Airport,Finland,2,0.0003297065611605671,0.0,7.843272081215275e-05
SVL,Savonlinna Airport,Finland,2,0.0003297065611605671,0.0,7.843272081215275e-05
SOT,Sodankyla Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
TMP,Tampere-Pirkkala Airport,Finland,20,0.003297065611605671,0.0,0.00024297385838138738
TKU,Turku Airport,Finland,14,0.0023079459281239697,4.267430346431083e-06,0.00013985407292671742
UTI,Utti Air Base,Finland,0,0.0,0.0,3.2879294820093764e-76
VAA,Vaasa Airport,Finland,4,0.0006594131223211342,0.0,0.0003682296055701994
VRK,Varkaus Airport,Finland,0,0.0,0.0,3.2879294820093764e-76
YLI,Ylivieska Airfield,Finland,0,0.0,0.0,3.2879294820093764e-76
BFS,Belfast International Airport,United Kingdom,56,0.009231783712495879,1.1932496319001563e-05,0.0009091046768238939
ENK,St Angelo Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BHD,George Best Belfast City Airport,United Kingdom,36,0.005934718100890208,0.00018072703422560682,0.004279279550011274
LDY,City of Derry Airport,United Kingdom,10,0.0016485328058028356,0.0,1.199269085564116e-05
BHX,Birmingham International Airport,United Kingdom,160,0.02637652489284537,0.00017863409067990493,0.004177370321700106
CVT,Coventry Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
GLO,Gloucestershire Airport,United Kingdom,2,0.0003297065611605671,0.0,1.622828473722723e-07
GBA,Cotswold Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
MAN,Manchester Airport,United Kingdom,288,0.04747774480712166,0.0029457772689478663,0.04619662344543268
NQY,Newquay Cornwall Airport,United Kingdom,10,0.0016485328058028356,0.00013867789571650563,0.00018726110177179155
LYE,RAF Lyneham,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
YEO,RNAS Yeovilton,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
HAW,Haverfordwest Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
CWL,Cardiff International Airport,United Kingdom,39,0.006429277942631059,0.0001785525474248776,0.0008643319479942781
SWS,Swansea Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BRS,Bristol Airport,United Kingdom,145,0.023903725684141116,0.0011572075131780696,0.0023691712681524323
LPL,Liverpool John Lennon Airport,United Kingdom,96,0.01582591493570722,9.415527847157498e-05,0.0009095307644507569
LTN,London Luton Airport,United Kingdom,170,0.028025057698648204,0.00024090595643578783,0.0014902182799569588
PLH,Plymouth City Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BOH,Bournemouth Airport,United Kingdom,34,0.00560501153972964,0.0,0.00022664945306827603
SOU,Southampton Airport,United Kingdom,46,0.007583250906693043,0.0002744881869645496,0.0003230606619327858
QLA,Lasham Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
ACI,Alderney Airport,Guernsey,4,0.0006594131223211342,0.0,6.257230863556086e-07
GCI,Guernsey Airport,Guernsey,29,0.004780745136828223,0.00030600465503261866,0.00027152582174475037
JER,Jersey Airport,Jersey,59,0.00972634355423673,0.0002670541602145566,0.0007215265505080928
ESH,Shoreham Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BQH,London Biggin Hill Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
LGW,London Gatwick Airport,United Kingdom,330,0.05440158259149357,0.0017196521147291855,0.021790017483988126
LCY,London City Airport,United Kingdom,71,0.011704582921200132,0.000554358228760904,0.0072119880585094194
FAB,Farnborough Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BBS,Blackbushe Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
LHR,London Heathrow Airport,United Kingdom,338,0.05572040883613584,0.0073426394120115175,0.24515237649552113
SEN,Southend Airport,United Kingdom,28,0.004615891856247939,0.0,0.00024362259572769052
LYX,Lydd Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
MSE,Kent International Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
CAX,Carlisle Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BLK,Blackpool International Airport,United Kingdom,18,0.002967359050445104,0.0,0.00011648133287442212
HUY,Humberside Airport,United Kingdom,8,0.0013188262446422684,0.0,0.00020086753850090833
BWF,Barrow Walney Island Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
LBA,Leeds Bradford Airport,United Kingdom,100,0.016485328058028353,0.00015181995031841283,0.004226498526336674
WRT,Warton Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
CEG,Hawarden Airport,United Kingdom,4,0.0006594131223211342,0.0,1.583536715145409e-05
IOM,Isle of Man Airport,Isle of Man,20,0.003297065611605671,0.00039208715125648645,0.00015422013680271163
NCL,Newcastle Airport,United Kingdom,97,0.015990768216287504,0.0002070383245144303,0.0055061728185719135
MME,Durham Tees Valley Airport,United Kingdom,4,0.0006594131223211342,0.0,0.00019979883583698608
EMA,East Midlands Airport,United Kingdom,114,0.018793273986152326,2.457170084824012e-05,0.0021832814270105086
KOI,Kirkwall Airport,United Kingdom,22,0.0036267721727662383,0.0010519623520227755,2.729323552722913e-05
LSI,Sumburgh Airport,United Kingdom,10,0.0016485328058028356,0.0,2.729305411873671e-05
WIC,Wick Airport,United Kingdom,4,0.0006594131223211342,4.0445454493563386e-05,2.0704743268190102e-05
ABZ,Aberdeen Dyce Airport,United Kingdom,58,0.009561490273656445,0.001205943198599413,0.008292178445452967
INV,Inverness Airport,United Kingdom,21,0.0034619188921859545,1.5031140010040693e-05,0.00013235753363595486
GLA,Glasgow International Airport,United Kingdom,125,0.020606660072535445,0.002519931210110059,0.006101004530219005
EDI,Edinburgh Airport,United Kingdom,177,0.029179030662710187,0.0010995292507887272,0.011382555215583774
ILY,Islay Airport,United Kingdom,2,0.0003297065611605671,0.0,6.420296054947275e-06
PIK,Glasgow Prestwick Airport,United Kingdom,42,0.006923837784371909,0.00010247269048436422,0.00020382470161593556
BEB,Benbecula Airport,United Kingdom,4,0.0006594131223211342,0.0,6.448994276892109e-06
SCS,Scatsta Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
DND,Dundee Airport,United Kingdom,2,0.0003297065611605671,0.0,1.3180592727110208e-06
SYY,Stornoway Airport,United Kingdom,10,0.0016485328058028356,8.320130121290156e-05,2.727111899941329e-05
TRE,Tiree Airport,United Kingdom,2,0.0003297065611605671,0.0,6.420296054947275e-06
ADX,RAF Leuchars,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
LMO,RAF Lossiemouth,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
CBG,Cambridge Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
NWI,Norwich International Airport,United Kingdom,16,0.002637652489284537,7.045337234362654e-05,0.0002939823622932482
STN,London Stansted Airport,United Kingdom,305,0.050280250576986485,0.0015824827692306855,0.0012525037576082347
EXT,Exeter International Airport,United Kingdom,38,0.006264424662050775,0.0004351419899109249,0.0009694038977597832
FZO,Bristol Filton Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
OXF,Oxford (Kidlington) Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BEX,RAF Benson,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
LKZ,RAF Lakenheath,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
MHZ,RAF Mildenhall,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
QUY,RAF Wyton,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
FFD,RAF Fairford,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BZZ,RAF Brize Norton,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
ODH,RAF Odiham,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
NHT,RAF Northolt,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
QCY,RAF Coningsby,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BEQ,RAF Honington,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
SQZ,RAF Scampton,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
HRT,RAF Linton-On-Ouse,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
WTN,RAF Waddington,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
KNF,RAF Marham,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
MPN,Mount Pleasant Airport,Falkland Islands,2,0.0003297065611605671,4.3489736014584284e-07,1.1529980736366565e-09
AMS,Amsterdam Airport Schiphol,Netherlands,463,0.07632706890867129,0.0058269450988290665,0.0453824903647782
MST,Maastricht Aachen Airport,Netherlands,19,0.0031322123310253873,5.990711136008985e-05,4.904236994108563e-05
EIN,Eindhoven Airport,Netherlands,123,0.020276953511374877,0.00047846863941545446,0.0006653655475347306
GRQ,Eelde Airport,Netherlands,11,0.0018133860863831191,6.161951971566411e-05,8.752693063469228e-05
GLZ,Gilze Rijen Air Base,Netherlands,0,0.0,0.0,3.2879294820093764e-76
DHR,De Kooy Airport,Netherlands,0,0.0,0.0,3.2879294820093764e-76
LEY,Lelystad Airport,Netherlands,0,0.0,0.0,3.2879294820093764e-76
LWR,Leeuwarden Air Base,Netherlands,0,0.0,0.0,3.2879294820093764e-76
RTM,Rotterdam The Hague Airport,Netherlands,58,0.009561490273656445,0.00014376075861321017,0.001543045197630535
UTC,Soesterberg Air Base,Netherlands,0,0.0,0.0,3.2879294820093764e-76
ENS,Twente Airport,Netherlands,0,0.0,0.0,3.2879294820093764e-76
LID,Valkenburg Naval Air Base,Netherlands,0,0.0,0.0,3.2879294820093764e-76
WOE,Woensdrecht Air Base,Netherlands,0,0.0,0.0,3.2879294820093764e-76
ORK,Cork Airport,Ireland,60,0.009891196834817014,0.0,0.0009205749149851261
GWY,Galway Airport,Ireland,0,0.0,0.0,3.2879294820093764e-76
DUB,Dublin Airport,Ireland,288,0.04747774480712166,0.003322099390899066,0.05363846491971363
NOC,Ireland West Knock Airport,Ireland,30,0.004945598417408507,0.0,0.0001247746512746171
KIR,Kerry Airport,Ireland,12,0.0019782393669634025,0.0,7.050315615414331e-05
SNN,Shannon Airport,Ireland,52,0.008572370590174745,0.00043149972451970347,0.0011607187379410648
SXL,Sligo Airport,Ireland,0,0.0,0.0,3.2879294820093764e-76
WAT,Waterford Airport,Ireland,4,0.0006594131223211342,0.0,5.3008709091608705e-05
AAR,Aarhus Airport,Denmark,16,0.002637652489284537,8.431572569827528e-05,7.461749296068332e-05
BLL,Billund Airport,Denmark,78,0.012858555885262118,0.001077539753016353,0.0016016155601571661
CPH,Copenhagen Kastrup Airport,Denmark,240,0.039564787339268055,0.0031713802745235225,0.020576446265593823
EBJ,Esbjerg Airport,Denmark,4,0.0006594131223211342,3.691191344237841e-05,1.0411853233173763e-05
KRP,Karup Airport,Denmark,2,0.0003297065611605671,0.0,2.1656076874629008e-05
BYR,Læsø Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
MRW,Lolland Falster Maribo Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
ODE,Odense Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
RKE,Copenhagen Roskilde Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
RNN,Bornholm Airport,Denmark,2,0.0003297065611605671,0.0,2.1656076874629008e-05
SGD,Sønderborg Airport,Denmark,2,0.0003297065611605671,0.0,2.1656076874629008e-05
SKS,Skrydstrup Air Base,Denmark,0,0.0,0.0,3.2879294820093764e-76
SQW,Skive Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
TED,Thisted Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
FAE,Vagar Airport,Faroe Islands,8,0.0013188262446422684,0.0,3.080780689645611e-05
STA,Stauning Airport,Denmark,0,0.0,0.0,3.2879294820093764e-76
AAL,Aalborg Airport,Denmark,26,0.004286185295087373,7.273658348439222e-05,0.0008644391638243065
LUX,Luxembourg-Findel International Airport,Luxembourg,108,0.017804154302670624,0.00023753550189465754,0.004205321764827894
AES,Ålesund Airport,Norway,20,0.003297065611605671,0.0,0.00031691263669801026
ANX,Andøya Airport,Norway,7,0.0011539729640619848,8.154325502734554e-08,3.293107939529722e-07
ALF,Alta Airport,Norway,13,0.0021430926475436863,8.72241017942506e-05,5.768661385806001e-05
BNN,Brønnøysund Airport,Norway,10,0.0016485328058028356,8.279358493776483e-05,1.7512896510642752e-05
BOO,Bodø Airport,Norway,29,0.004780745136828223,0.000905510665993663,6.104864625409434e-05
BGO,Bergen Airport Flesland,Norway,96,0.01582591493570722,0.002569944406526831,0.003024754050298196
BJF,Båtsfjord Airport,Norway,8,0.0013188262446422684,3.533541051184973e-07,3.900165004993681e-10
KRS,Kristiansand Airport,Norway,16,0.002637652489284537,0.0,0.00034718084209494
DLD,Geilo Airport Dagali,Norway,0,0.0,0.0,3.2879294820093764e-76
BDU,Bardufoss Airport,Norway,2,0.0003297065611605671,0.0,1.3631552315578215e-05
EVE,"Harstad/Narvik Airport, Evenes",Norway,14,0.0023079459281239697,0.0,6.736866516441089e-05
VDB,Leirin Airport,Norway,2,0.0003297065611605671,0.0,1.3631552315578215e-05
FRO,Florø Airport,Norway,8,0.0013188262446422684,1.1416055703828374e-06,2.1115448314497698e-05
OSL,Oslo Lufthavn,Norway,205,0.033794922518958125,0.002915714988927785,0.012952038707314248
HAU,Haugesund Airport,Norway,20,0.003297065611605671,5.251385623761052e-05,0.00016846827722881793
HAA,Hasvik Airport,Norway,4,0.0006594131223211342,0.0,1.9415321177514344e-07
KSU,Kristiansund Airport (Kvernberget),Norway,13,0.0021430926475436863,3.229112899082883e-05,4.340380038686083e-05
KKN,Kirkenes Airport (Høybuktmoen),Norway,11,0.0018133860863831191,0.00012568533708214857,5.4781197098632455e-05
FAN,Lista Airport,Norway,0,0.0,0.0,3.2879294820093764e-76
MOL,Molde Airport,Norway,12,0.0019782393669634025,1.5221407605104498e-06,8.525563132739009e-05
MJF,Mosjøen Airport (Kjærstad),Norway,9,0.001483679525222552,1.685227270565141e-06,6.844961060007275e-07
LKL,Banak Airport,Norway,4,0.0006594131223211342,0.0,3.122539802829308e-07
NTB,Notodden Airport,Norway,0,0.0,0.0,3.2879294820093764e-76
OLA,Ørland Airport,Norway,2,0.0003297065611605671,0.0,1.3631552315578215e-05
RRS,Røros Airport,Norway,2,0.0003297065611605671,0.0,1.3631552315578215e-05
RYG,"Moss Airport, Rygge",Norway,70,0.01153972964061985,6.542487161694023e-05,0.000375138968295532
LYR,"Svalbard Airport, Longyear",Norway,4,0.0006594131223211342,0.0,5.47200936739554e-05
SKE,Skien Airport,Norway,2,0.0003297065611605671,0.0,3.18315469536628e-06
SRP,Stord Airport,Norway,6,0.0009891196834817012,1.0165725793409077e-05,1.8004283368577767e-05
SSJ,Sandnessjøen Airport (Stokka),Norway,9,0.001483679525222552,8.426136352825705e-07,1.4333807793247157e-05
